N,P,K,temperature,humidity,ph,rainfall,label
32,56,22,29.334349,75.577151,7.044632,76.729801,blackgram
42,66,20,30.079742,62.417447,7.068405,66.309589,blackgram
47,74,23,26.983539,67.494934,6.619024,79.07627,blackgram
28,64,17,28.781508,65.049019,7.236763,64.791344,blackgram
35,65,19,28.912942,65.781357,6.496406,73.313823,blackgram
43,58,16,29.935463,71.506786,7.111174,73.42281,blackgram
30,62,21,28.057344,74.999134,6.643918,91.622443,blackgram
40,81,16,25.250104,73.452624,6.939823,78.043402,blackgram
43,68,16,27.37745,65.475718,6.615203,68.256768,blackgram
37,59,21,28.908428,68.421276,6.81999,78.480392,blackgram
40,64,18,29.095826,63.589611,6.370123,90.105396,blackgram
46,54,11,31.525622,62.542248,6.899023,59.962911,blackgram
47,59,13,29.87412,61.768495,6.817675,66.260144,blackgram
37,78,14,29.122295,65.312133,6.583939,71.10482,blackgram
34,66,15,28.951413,68.748028,6.777989,69.663294,blackgram
32,82,21,30.656275,57.940924,6.853602,70.337946,blackgram
42,66,20,28.114834,67.268231,6.553457,62.566142,blackgram
30,67,23,28.789574,75.080126,6.748497,84.231648,blackgram
36,72,22,27.366113,73.109555,6.397779,61.619131,blackgram
38,46,23,31.128359,64.57408,7.738293,71.398298,blackgram
34,69,21,29.588748,60.515635,7.223647,81.366645,blackgram
38,67,20,27.938715,69.799152,6.909238,72.758521,blackgram
50,79,23,28.828317,55.912859,7.268845,65.164847,blackgram
36,75,23,29.764476,73.050771,6.008299,62.210595,blackgram
35,58,21,28.623922,66.432063,5.776928,71.160006,blackgram
42,77,24,28.198294,76.656502,6.640284,66.943763,blackgram
38,65,10,28.018589,58.865173,6.248574,74.641849,blackgram
44,60,18,29.508443,72.090731,6.705358,61.788391,blackgram
38,69,18,28.462919,66.997456,6.882263,79.504286,blackgram
36,65,24,28.319363,65.844747,7.168166,73.924396,blackgram
28,79,25,26.995907,60.650783,6.344694,74.518691,blackgram
29,70,13,29.116461,70.47874,6.959852,84.528614,blackgram
28,69,25,28.728165,70.880687,6.805756,69.497636,blackgram
39,74,14,28.517527,76.425639,6.939004,67.193466,blackgram
30,76,14,29.298156,72.540251,6.592091,68.617891,blackgram
43,73,18,30.122003,64.530523,7.353254,71.459787,blackgram
37,78,18,30.052348,62.480687,6.758597,72.272281,blackgram
36,72,13,29.829093,60.657543,7.509673,66.354418,blackgram
33,68,22,28.638995,74.866122,6.483845,56.815318,blackgram
40,77,22,28.149502,63.609129,7.097131,68.512568,blackgram
33,66,23,27.434127,74.901149,6.776133,75.878605,blackgram
32,67,17,28.110265,70.12536,6.668903,74.090066,blackgram
43,81,19,29.029475,69.149514,7.052926,82.596436,blackgram
39,80,19,27.820571,65.965658,6.680331,88.643892,blackgram
36,67,26,29.144086,70.803365,5.735214,79.07467,blackgram
40,63,8,27.551815,67.422646,5.574853,84.060165,blackgram
37,79,15,26.508512,65.653934,7.308969,79.134194,blackgram
39,73,19,30.229109,70.980024,7.292103,86.679194,blackgram
33,70,15,28.288378,66.780139,7.554936,87.806829,blackgram
47,64,18,27.74445,63.508326,6.792989,80.609321,blackgram
34,70,18,27.359229,70.499134,6.282946,78.651041,blackgram
45,67,16,29.634554,67.180072,6.632166,71.358143,blackgram
36,62,19,31.062362,69.94455,6.80457,72.669302,blackgram
41,68,22,28.395389,65.230701,6.397185,70.297301,blackgram
41,69,18,28.676655,61.454393,7.45943,77.970013,blackgram
43,64,17,30.607448,76.17537,7.695801,67.237216,blackgram
33,74,18,26.284331,75.233057,6.991312,71.47115,blackgram
42,77,19,31.950303,71.918925,6.795655,54.158641,blackgram
46,75,12,32.66615,65.560947,6.282013,86.784719,blackgram
36,65,21,24.940494,65.99841,7.418574,71.236203,blackgram
37,73,17,28.853745,74.411637,6.830523,76.644643,blackgram
34,68,24,27.921579,65.73085,6.684334,84.662294,blackgram
35,57,21,28.602842,64.33722,6.99247,75.402347,blackgram
46,72,24,28.372422,76.861173,6.565715,84.55475,blackgram
32,68,15,30.217639,67.261612,6.85875,63.066098,blackgram
32,88,18,28.831145,76.342127,6.223013,92.179013,blackgram
45,79,14,27.633639,60.50804,7.234835,81.696882,blackgram
40,73,16,28.741722,70.090924,6.758236,74.67362,blackgram
48,69,24,29.772176,77.855413,7.26352,84.400635,blackgram
35,68,25,27.224418,67.648754,6.719546,63.650921,blackgram
38,59,14,26.530649,66.179978,6.74552,70.691081,blackgram
34,53,17,31.989114,61.66124,6.315073,84.554003,blackgram
38,60,19,28.03636,72.911715,7.103903,58.063519,blackgram
28,67,21,28.793971,63.64936,6.449664,77.483662,blackgram
40,50,12,28.403307,67.025957,6.605431,77.257409,blackgram
39,63,13,29.822132,61.327489,6.800419,88.753807,blackgram
37,65,21,31.659185,75.284473,6.84849,60.336357,blackgram
35,65,11,29.869901,73.274427,6.117561,85.877048,blackgram
33,62,17,26.722452,67.342076,6.707678,68.524234,blackgram
41,64,20,26.923815,61.729255,7.118092,69.423924,blackgram
31,81,21,28.401553,75.179535,6.648665,63.223965,blackgram
40,72,18,28.59765,65.670341,6.710107,64.297184,blackgram
47,63,18,26.417073,61.973976,6.864962,76.228179,blackgram
44,66,22,30.229011,58.68941,6.749616,64.101345,blackgram
29,67,20,27.370519,64.270174,6.387794,78.922275,blackgram
34,61,16,31.239952,60.226809,6.785462,67.696272,blackgram
39,61,19,31.730949,64.385896,7.197629,63.29573,blackgram
37,75,21,28.62762,71.222044,6.37953,68.777527,blackgram
30,64,26,29.658459,65.622999,6.650207,75.693658,blackgram
39,58,22,27.152079,69.278467,6.247347,70.781174,blackgram
37,67,24,29.935514,63.883327,7.176553,73.273681,blackgram
47,68,17,28.252711,67.825845,6.763057,78.56966,blackgram
36,51,17,27.369147,77.104504,6.45992,81.659372,blackgram
43,67,18,28.565998,65.75757,6.836906,70.519238,blackgram
31,74,18,28.301378,69.422147,6.31856,64.646224,blackgram
32,71,15,28.512261,59.672364,6.386602,73.608756,blackgram
41,85,24,30.42452,75.100531,6.215947,76.765197,blackgram
12,78,22,21.245821,65.920735,7.368057,48.033525,lentil
14,57,22,20.10176,72.735631,5.813901,34.142636,lentil
15,73,21,20.167242,57.59335,6.622604,52.811905,lentil
17,76,19,20.822119,60.444487,6.872693,45.943202,lentil
15,67,17,20.932864,79.022312,7.015245,41.662518,lentil
21,67,16,20.341726,63.634514,6.536765,51.97341,lentil
12,71,24,21.485909,55.545031,5.981019,44.662345,lentil
12,71,22,18.277857,62.087249,6.499453,36.674709,lentil
17,73,16,19.904301,51.155634,6.525621,60.782478,lentil
17,72,19,20.580108,66.204604,6.513453,45.8617,lentil
12,60,18,19.715827,69.048924,7.385029,45.348918,lentil
16,76,14,23.443797,60.441688,6.293199,42.759159,lentil
16,77,20,21.028293,62.64638,7.05049,55.439726,lentil
16,69,17,21.265155,69.618271,6.979149,41.800972,lentil
19,56,15,20.275154,56.248923,7.380228,33.640161,lentil
15,67,13,20.976332,58.392144,6.833434,40.570579,lentil
24,70,13,19.17712,63.859424,7.295565,56.614197,lentil
20,59,18,20.745274,61.238326,6.81389,52.657057,lentil
15,65,19,19.594487,63.530666,7.117196,43.959875,lentil
18,57,15,20.583895,58.681248,6.148529,56.986041,lentil
18,73,22,17.160125,66.071567,5.580861,51.983538,lentil
23,69,19,19.307995,64.253835,7.088773,43.867285,lentil
16,55,21,23.19589,67.745952,7.115592,44.672721,lentil
21,71,18,22.245597,66.001998,7.137751,48.634542,lentil
18,68,16,22.978559,66.03345,6.637534,39.344904,lentil
24,72,19,23.081582,57.768463,7.644861,46.036041,lentil
23,65,14,22.009481,67.462958,6.670061,48.468107,lentil
19,62,21,20.320697,63.345668,7.11044,32.50427,lentil
17,62,15,19.444124,64.167008,7.197318,44.485437,lentil
20,64,23,22.720117,70.241322,7.75937,43.575551,lentil
17,68,18,21.096852,61.402822,6.741485,54.224544,lentil
25,69,23,24.741034,71.755922,6.573404,31.244024,lentil
18,66,15,20.452353,72.222376,6.150927,42.947952,lentil
16,65,16,23.959344,68.763922,7.676184,42.145963,lentil
16,65,21,20.764812,60.096896,7.110705,53.680568,lentil
13,88,24,23.004073,54.068534,7.126531,45.651627,lentil
20,62,26,23.545038,70.394175,8.458352,60.368757,lentil
15,64,19,19.465575,65.556925,7.062522,51.297707,lentil
22,94,26,20.272503,61.274013,6.248839,42.718216,lentil
13,71,18,19.450531,70.867812,6.802048,47.91727,lentil
19,57,23,19.155083,60.692206,6.412609,43.16745,lentil
23,75,15,22.0006,62.879224,6.702066,52.875169,lentil
9,61,21,20.705057,67.624452,6.698705,35.342418,lentil
26,75,10,21.078549,59.431986,6.606488,39.410432,lentil
16,66,15,21.834359,64.452595,6.203359,49.645519,lentil
19,64,21,18.21392,70.445686,7.696251,55.806052,lentil
20,81,14,22.930149,66.055554,7.049424,28.384251,lentil
21,73,21,20.476359,71.237132,6.787264,56.99577,lentil
19,76,23,21.798602,70.668012,7.278819,44.878919,lentil
22,71,17,21.931069,65.038692,7.135534,30.929,lentil
20,64,15,23.056195,53.316293,7.037845,21.986177,lentil
25,73,17,20.842714,59.471139,7.242499,33.764911,lentil
20,78,15,17.814544,68.816671,6.966967,45.842361,lentil
26,69,19,21.085691,57.248743,7.235111,45.472816,lentil
22,82,19,21.30106,63.366537,7.276556,51.065603,lentil
11,75,18,19.448609,66.692403,6.981359,41.604103,lentil
28,70,26,21.221236,72.347853,6.789803,37.135676,lentil
16,70,16,20.458472,62.124902,7.665199,42.695309,lentil
24,69,25,18.985869,61.782561,6.661049,46.268882,lentil
18,58,15,22.007227,64.737771,7.095657,47.846182,lentil
22,67,19,20.154412,66.754565,7.106954,39.686682,lentil
15,70,24,20.390431,64.228766,6.595221,53.211574,lentil
21,65,24,20.306132,70.246342,6.496089,41.028826,lentil
17,71,17,22.853218,61.004281,6.723074,39.042261,lentil
24,68,21,20.938626,65.600805,6.653892,41.660868,lentil
20,74,21,21.11865,67.226064,6.170935,54.598721,lentil
22,73,17,20.339046,62.998836,6.574252,44.937628,lentil
9,69,21,21.6943,69.19855,7.033111,40.443892,lentil
18,57,26,23.023977,65.744793,7.532972,53.408862,lentil
20,82,21,21.971791,68.944229,7.177196,63.141988,lentil
19,67,21,22.0303,65.970521,5.600233,47.677461,lentil
22,67,22,21.909345,66.882023,7.220652,55.87074,lentil
17,65,13,18.929636,61.838041,6.620924,54.288624,lentil
18,64,21,19.685822,61.846141,7.12654,41.154882,lentil
23,80,15,20.692519,71.121982,6.892932,46.213073,lentil
9,79,17,19.911204,68.177552,6.803656,35.739643,lentil
20,72,28,19.403194,59.885174,6.848882,44.360462,lentil
17,67,18,18.191736,65.904317,6.888788,40.990477,lentil
14,73,16,18.980206,53.13112,7.572202,42.776912,lentil
19,69,24,20.615212,62.130299,6.89017,40.00084,lentil
23,66,15,20.89586,69.805138,7.442768,43.703226,lentil
22,71,17,19.810419,64.374272,7.369953,50.257861,lentil
17,64,24,21.118388,65.589563,7.233523,45.044065,lentil
22,70,19,20.34925,49.918094,6.006691,31.085014,lentil
21,70,13,22.63586,63.038732,7.458316,40.031035,lentil
18,73,21,20.757561,66.691361,6.671049,33.844805,lentil
15,63,17,22.044496,67.326449,7.257864,47.952482,lentil
15,74,25,21.304821,69.811779,6.413734,50.026539,lentil
21,61,17,18.896893,63.948711,6.307463,48.052386,lentil
18,63,23,20.864013,64.171721,7.888194,39.700765,lentil
14,64,26,19.146564,58.339413,6.421508,47.974831,lentil
11,59,16,20.837819,63.977392,7.473053,42.239086,lentil
21,76,18,19.882304,58.692125,6.95921,36.894196,lentil
16,60,21,21.572945,55.760649,6.68994,51.935439,lentil
19,62,16,18.986468,59.574103,6.877586,52.544222,lentil
23,78,20,21.022053,72.543425,6.249453,53.591164,lentil
13,63,18,21.858623,63.647194,6.893123,41.133211,lentil
18,66,18,22.361393,66.099387,6.35863,55.434899,lentil
17,60,19,19.853748,62.432519,6.702278,42.051342,lentil
20,75,19,21.026626,56.047245,7.36265,51.228011,lentil
17,20,37,22.167205,91.87075,6.584043,63.896117,pomegranate
18,22,44,23.972686,89.761751,5.548805,50.211594,pomegranate
9,17,45,23.931659,88.18758,6.648644,59.531263,pomegranate
18,12,37,20.598086,92.006051,5.990286,57.51676,pomegranate
19,13,36,21.888035,89.926419,7.039844,43.824159,pomegranate
17,21,44,17.771796,87.410249,6.224018,59.153356,pomegranate
26,13,43,21.698186,91.068645,5.838189,43.691894,pomegranate
14,20,33,19.912021,91.53853,6.437902,60.024735,pomegranate
17,18,34,21.127235,86.361137,5.941882,50.942467,pomegranate
15,20,27,18.129256,88.763168,7.034473,55.066938,pomegranate
17,20,43,22.309745,89.834319,6.400265,44.64576,pomegranate
23,14,39,18.106863,91.101766,6.324162,55.979059,pomegranate
25,14,39,21.796569,89.22638,6.695901,62.415603,pomegranate
16,21,32,19.046989,88.751787,5.897526,48.544277,pomegranate
16,15,35,19.800718,91.090754,5.755423,50.142663,pomegranate
14,7,38,23.809464,89.297516,6.604176,58.636968,pomegranate
24,21,37,22.675836,90.813082,5.850165,58.836947,pomegranate
23,14,41,23.798406,88.332727,5.849995,35.526566,pomegranate
19,20,43,24.619454,87.9715,6.818378,71.123251,pomegranate
13,24,51,19.954323,91.132904,6.662532,59.228428,pomegranate
14,18,40,24.497943,90.37878,5.773085,60.575349,pomegranate
20,22,46,18.568989,91.383684,6.090432,53.851676,pomegranate
21,19,36,22.992201,89.20111,5.948134,40.157172,pomegranate
11,24,32,20.513325,88.807342,7.28816,60.397776,pomegranate
18,14,38,19.6394,92.041078,6.853005,50.478496,pomegranate
25,18,32,22.72894,87.715562,6.189578,59.351454,pomegranate
18,21,40,23.389903,91.877191,6.688097,53.249591,pomegranate
25,17,36,23.330537,91.980757,5.721907,56.904315,pomegranate
22,23,30,21.92972,91.290134,6.063677,48.800029,pomegranate
15,16,49,21.763915,88.968289,6.452432,61.915112,pomegranate
18,26,37,22.553733,88.775214,6.626115,45.492968,pomegranate
18,26,32,22.107528,89.684916,6.35127,72.964555,pomegranate
15,19,44,22.582712,88.05744,6.524007,72.903589,pomegranate
15,20,36,21.907999,88.557459,6.439168,68.061597,pomegranate
25,23,45,23.185568,90.967101,6.318211,65.203832,pomegranate
15,13,36,18.245584,90.974024,6.251927,54.323613,pomegranate
23,13,37,21.237453,88.425638,6.186868,64.332374,pomegranate
17,23,42,18.732307,91.014183,6.515969,54.230588,pomegranate
19,19,43,22.053404,90.681455,6.605408,42.57186,pomegranate
21,17,44,24.78386,92.264829,6.49918,67.025611,pomegranate
17,18,40,20.55183,90.853705,5.810701,64.030596,pomegranate
21,8,43,21.754504,91.587872,5.900536,54.749287,pomegranate
11,17,44,23.012973,90.715616,6.599441,45.198526,pomegranate
21,15,41,17.364554,91.469894,7.135837,50.310395,pomegranate
9,22,39,20.455779,88.069324,6.476208,40.430835,pomegranate
18,22,33,22.229031,89.817383,6.194166,62.560647,pomegranate
22,20,43,15.706011,89.941526,6.51217,42.173528,pomegranate
21,20,40,19.546383,89.634375,5.831589,57.294647,pomegranate
14,12,38,23.701716,90.66583,7.054472,48.250453,pomegranate
14,20,46,23.505994,90.951569,6.493297,43.586372,pomegranate
16,21,33,22.248636,90.588386,6.065271,56.906841,pomegranate
20,23,48,23.264395,89.734584,6.316602,52.329605,pomegranate
11,26,40,21.930208,88.896405,6.136482,61.705513,pomegranate
19,11,42,22.61079,91.645779,7.055835,44.859158,pomegranate
20,16,38,20.868693,90.524599,6.29888,48.941483,pomegranate
18,15,32,21.731625,88.472079,6.477683,35.898862,pomegranate
21,19,39,20.235259,89.709469,6.686863,37.525227,pomegranate
20,18,42,24.026967,87.38505,6.029617,69.385539,pomegranate
17,17,43,24.543119,90.053056,6.496855,71.668786,pomegranate
11,22,39,24.259826,89.70243,6.537218,55.74181,pomegranate
20,14,29,20.683782,89.1383,5.622961,48.40937,pomegranate
15,14,32,19.592452,92.3769,6.526348,52.612409,pomegranate
17,14,50,24.053947,88.265769,6.377119,61.988594,pomegranate
21,17,35,22.587814,91.059589,6.464983,50.884888,pomegranate
25,13,47,22.157169,93.280062,6.417815,56.901071,pomegranate
19,18,35,20.232736,91.615902,6.529585,54.897952,pomegranate
21,17,39,22.351328,89.952692,7.068672,50.449499,pomegranate
13,15,43,19.329444,88.298897,5.810246,50.790458,pomegranate
20,21,36,22.768125,87.956907,6.228924,57.346567,pomegranate
19,18,48,24.257773,89.382672,6.733309,47.184895,pomegranate
24,22,40,24.762091,88.969499,6.640463,58.613835,pomegranate
17,17,42,22.917048,88.92068,6.629703,51.227368,pomegranate
18,18,39,18.735957,89.51053,7.776789,56.018938,pomegranate
23,16,43,21.89466,89.846629,6.707068,66.071701,pomegranate
19,18,48,25.779363,90.727818,6.965469,53.654464,pomegranate
15,21,39,19.762777,88.143306,6.246464,62.358435,pomegranate
29,16,49,21.381637,88.976634,5.903544,40.663737,pomegranate
15,20,37,24.327049,89.760492,6.242841,51.237096,pomegranate
19,15,44,22.734268,89.706772,6.75598,55.221509,pomegranate
20,21,42,26.460313,92.754636,6.603414,70.386645,pomegranate
20,16,35,20.034261,90.34837,6.601626,39.320383,pomegranate
18,21,41,19.520488,87.579615,6.292828,54.230321,pomegranate
18,18,40,23.948251,90.627272,6.213099,66.653511,pomegranate
18,24,36,19.108243,90.818496,6.310071,48.719837,pomegranate
15,13,42,21.106464,89.812308,6.762238,53.29729,pomegranate
28,12,41,21.368707,88.179905,6.820364,57.653912,pomegranate
18,16,40,23.571979,92.637082,5.896879,56.476068,pomegranate
21,12,40,22.728536,88.395174,6.781171,67.526164,pomegranate
18,12,40,22.41413,90.991158,6.074639,58.58779,pomegranate
18,20,38,20.695138,90.300076,6.634461,65.622183,pomegranate
17,18,41,23.930008,90.901216,6.304017,52.119933,pomegranate
13,16,37,29.551648,92.560287,7.182894,49.075797,pomegranate
18,16,53,22.882564,90.842458,6.190963,53.194214,pomegranate
17,16,33,21.699344,89.162004,6.489306,45.727175,pomegranate
24,25,37,18.904274,91.658988,6.703297,58.868094,pomegranate
14,15,37,20.225037,89.053351,5.963021,51.912975,pomegranate
17,13,50,21.07258,90.245337,6.363571,49.625689,pomegranate
15,21,33,20.4308,88.060375,6.266708,58.989267,pomegranate
25,17,42,21.467844,88.450078,6.143093,45.850274,pomegranate
16,26,41,25.056032,90.07708,6.180138,61.164018,pomegranate
98,82,51,24.917424,83.835624,6.954993,105.032744,banana
106,83,52,25.179297,84.08021,5.136652,92.818472,banana
98,78,48,27.013818,79.046813,5.186743,105.007817,banana
103,75,50,28.803567,78.243755,6.182564,92.540624,banana
101,76,53,26.096787,85.666566,6.712493,115.868704,banana
104,82,47,26.28496,88.320581,5.994775,131.278307,banana
101,81,55,26.675973,76.253021,6.399652,108.839411,banana
92,75,46,27.859242,78.683117,4.902099,97.650536,banana
105,82,49,26.283562,81.754665,5.650228,78.663417,banana
100,80,47,26.199875,82.432995,4.963026,87.155359,banana
104,76,57,24.981907,77.388168,6.290205,119.548618,banana
103,80,48,26.142418,89.417603,5.126384,93.708082,banana
96,80,48,28.766193,82.110476,5.261091,100.291651,banana
95,79,49,27.136389,82.656917,6.157013,110.55326,banana
103,87,50,25.890218,88.79442,6.430912,118.822898,banana
98,72,49,28.854216,77.754692,5.820516,102.004131,banana
105,72,50,26.12218,79.557841,6.185086,99.953331,banana
99,82,39,29.129933,73.733389,6.168894,104.71621,banana
105,82,50,29.10541,79.138248,5.792287,97.723622,banana
102,84,50,27.084017,72.555362,5.352647,98.261808,banana
101,79,53,24.752176,83.739247,6.182446,108.118801,banana
98,77,54,30.434251,82.099984,6.206548,105.852915,banana
101,82,49,27.580914,78.614653,6.347012,125.316053,banana
106,80,52,26.514169,79.497881,6.056033,108.388488,banana
100,90,47,28.434192,83.807332,5.31575,115.511455,banana
103,80,52,28.053454,74.32102,6.24517,93.287148,banana
100,82,48,28.966408,81.020839,5.899309,109.251573,banana
101,94,46,26.006478,83.497549,5.658631,96.770187,banana
109,81,49,27.47771,71.08863,5.752682,107.954533,banana
106,85,54,25.221195,83.42469,5.554871,110.885146,banana
100,85,51,27.999502,71.629688,6.344422,104.498688,banana
101,86,54,26.965582,79.412028,5.190943,128.073257,banana
96,83,48,27.421514,74.183044,5.403257,118.279798,banana
99,83,53,26.780475,87.156233,5.735614,115.772453,banana
102,83,48,26.623517,74.214395,6.706875,111.642862,banana
104,79,51,25.697653,71.749051,6.42714,121.633608,banana
104,84,51,28.185645,80.666761,5.07958,89.630307,banana
94,92,52,29.234556,77.931485,6.575674,117.702831,banana
105,88,51,26.164997,72.476974,6.57471,94.087557,banana
100,84,48,27.830311,82.629076,5.312996,98.356609,banana
95,86,53,27.648275,70.042505,4.639271,109.613924,banana
107,78,55,27.012147,74.818795,5.863889,116.332202,banana
107,81,48,24.710106,77.123909,6.461212,92.464234,banana
101,87,44,25.047604,84.011112,6.695631,98.874551,banana
104,89,51,25.828527,86.477342,5.464586,104.975321,banana
104,78,49,23.791493,85.513911,6.77599,102.13634,banana
107,80,50,29.112046,79.233631,4.786034,112.540321,banana
104,93,52,27.551555,67.863459,5.715975,138.359276,banana
93,82,49,26.955058,81.954265,5.691395,108.193207,banana
110,91,49,23.714646,87.352869,6.476169,96.648036,banana
105,83,50,24.264194,86.168952,6.549151,91.034917,banana
97,83,54,26.996488,82.314745,6.377112,100.747461,banana
95,80,50,29.955735,74.052486,5.224725,94.597501,banana
103,87,46,25.952034,77.373465,6.33131,108.675498,banana
99,89,46,28.295697,89.669072,6.154521,108.520216,banana
102,77,50,26.280146,72.916352,5.064383,99.368318,banana
104,80,47,27.082859,74.260794,4.866493,123.84955,banana
97,87,45,28.822026,84.712758,6.418995,96.645527,banana
94,81,52,26.481073,77.844204,5.80995,102.805689,banana
102,80,52,25.964843,74.091224,5.257409,110.391627,banana
97,87,49,29.127106,87.639856,5.795914,112.920549,banana
101,88,51,27.068337,82.30528,6.082021,116.775765,banana
93,80,51,28.636808,78.090994,5.858574,108.284965,banana
99,83,52,25.972127,74.271126,5.124007,114.509127,banana
104,76,52,29.110011,90.237033,6.842778,97.348918,banana
103,78,42,27.410441,79.877741,6.402109,113.18082,banana
96,83,49,27.652181,86.98664,5.732311,113.047292,banana
94,82,52,27.197444,84.468168,5.752453,119.128867,banana
100,77,49,26.241788,77.395492,6.079744,87.31564,banana
103,78,50,26.997476,77.435294,5.335189,94.928169,banana
102,77,52,26.336115,87.231574,6.061338,112.23141,banana
97,84,50,28.439319,87.312587,5.234634,77.486355,banana
101,72,55,26.695414,70.61542,5.864733,108.920062,banana
108,77,53,24.755239,82.748901,5.315714,114.598044,banana
101,73,50,24.480864,79.393926,5.340958,98.236248,banana
92,84,49,24.409923,74.833384,6.722861,99.6981,banana
101,73,41,27.926956,81.30873,5.929613,93.258627,banana
110,82,49,25.272744,73.252016,6.003703,98.784529,banana
94,90,46,27.450129,77.667723,4.89431,99.074315,banana
100,90,51,27.204862,76.007631,5.601499,97.171587,banana
99,73,50,26.902937,77.501044,6.130606,96.623218,banana
100,83,52,27.657608,79.642608,5.997068,101.289952,banana
101,77,54,27.237455,74.922167,4.822985,101.168957,banana
106,76,50,22.935405,87.865895,6.003569,122.741319,banana
100,81,57,26.514562,82.466416,6.083279,100.058149,banana
106,88,51,27.637655,88.972815,6.541881,107.441502,banana
99,85,46,29.460424,79.1996,5.572384,98.23117,banana
98,78,48,29.529686,77.25605,4.778966,98.104042,banana
97,86,49,24.955274,88.792078,5.401615,86.956295,banana
91,71,52,26.475412,77.109701,5.351467,88.286338,banana
101,78,47,24.650828,79.10854,6.268354,91.930017,banana
110,78,49,29.279828,83.600237,4.541632,105.836968,banana
102,82,50,28.519284,73.811371,5.675822,114.761737,banana
103,81,49,27.525882,83.556473,6.612898,86.133355,banana
98,81,52,27.249142,82.916735,5.903606,98.509232,banana
99,81,52,29.070947,86.346627,6.348158,90.331093,banana
105,82,53,28.816988,84.450223,5.079101,101.357229,banana
110,85,49,28.737067,86.499892,5.099005,114.757695,banana
107,83,54,27.68502,79.44789,6.618621,99.531176,banana
104,81,46,26.476158,75.686648,5.950608,103.52483,banana
28,28,29,28.805566,40.396301,5.678824,91.753472,mango
23,22,25,32.268113,46.724494,6.028442,107.257012,mango
17,25,32,29.430941,44.393707,6.118099,100.745116,mango
22,36,30,31.808019,59.62869,5.754109,95.740311,mango
17,25,27,27.841622,50.448427,6.177917,100.339539,mango
23,26,30,26.886337,55.167094,6.065615,98.090115,mango
24,22,29,30.04203,49.074845,6.256475,98.847637,mango
14,33,29,27.362984,49.601663,6.192151,94.345031,mango
22,11,28,33.536538,50.336865,6.484989,90.387292,mango
20,25,23,27.440393,56.032697,5.615153,93.319431,mango
24,27,30,28.424627,52.058124,5.036471,82.53484,mango
25,24,26,31.32724,45.213331,6.031859,102.735587,mango
23,31,25,29.327272,58.612571,6.090277,86.118688,mango
19,33,29,27.463224,49.035923,6.484998,94.258824,mango
26,20,34,34.579928,48.222399,6.340645,101.18436,mango
17,37,31,28.496732,36.352473,6.672736,102.715174,mango
14,20,27,30.107484,53.671998,6.009927,81.802785,mango
5,33,27,30.081615,51.005063,5.814405,95.265215,mango
21,28,33,31.920618,50.999628,5.007508,99.677958,mango
17,24,18,31.424705,48.485877,5.854048,96.416129,mango
23,25,34,28.846398,47.623911,5.423748,106.7526,mango
11,27,21,29.848346,48.652098,5.805755,89.425545,mango
18,28,23,30.046155,52.815804,5.727257,79.607671,mango
23,22,27,31.997919,53.695589,5.935867,102.482608,mango
16,26,41,28.163356,49.344842,5.651335,91.703311,mango
23,23,38,34.536221,55.244687,6.16751,81.931675,mango
18,21,34,28.981633,50.105129,4.338423,94.731901,mango
21,23,32,30.482501,47.978868,5.794997,105.844464,mango
24,21,21,28.180021,51.492078,6.301245,85.893979,mango
26,25,31,27.903682,43.703068,6.635024,114.687968,mango
21,29,27,28.751143,51.663592,6.065981,89.296947,mango
17,28,26,28.558954,42.789089,6.542442,96.696087,mango
19,37,31,29.671486,45.361365,5.784468,86.246941,mango
24,16,28,28.54207,40.406543,5.701431,96.332883,mango
16,29,34,31.891105,49.624415,5.964708,94.930017,mango
20,27,20,28.934032,58.548169,5.698403,84.084049,mango
19,31,30,28.712369,49.914617,5.308821,118.606616,mango
20,31,26,29.714062,53.717927,5.44238,92.037303,mango
16,26,28,32.485678,62.261569,5.143924,92.0443,mango
12,28,32,30.929752,52.520279,5.964189,103.752287,mango
24,23,24,30.300621,46.67394,5.705696,110.514039,mango
26,30,31,27.63391,47.362157,5.519857,105.011495,mango
12,18,29,28.214583,50.503291,5.416658,86.390559,mango
23,31,27,27.94318,47.335527,5.952528,97.711272,mango
26,27,28,33.113702,47.709565,6.090224,80.94902,mango
24,25,29,31.561126,55.42627,5.134743,103.213641,mango
19,26,26,28.776759,55.630781,5.056158,82.918495,mango
16,26,30,29.371257,42.265538,6.177255,89.574389,mango
21,33,29,28.84942,46.409152,5.012433,95.974388,mango
22,43,27,28.728278,48.179978,5.973743,99.560052,mango
21,33,38,31.420602,53.495445,6.508455,93.912523,mango
20,24,32,29.924928,56.215378,6.509617,108.152669,mango
16,30,28,34.662335,64.00984,6.068936,101.785917,mango
23,30,31,33.00072,48.171634,6.054405,101.157798,mango
23,22,25,33.118961,48.421356,6.825954,86.164793,mango
22,21,28,31.842714,53.44285,4.532802,109.594943,mango
22,27,28,29.654682,47.088916,5.467832,89.575479,mango
29,31,24,31.695582,49.795191,6.124246,109.900339,mango
18,19,32,29.802335,48.424809,5.531356,112.17756,mango
27,23,27,33.760552,37.39173,6.319889,100.101252,mango
17,30,28,31.308559,51.116166,5.680323,104.256105,mango
27,27,27,31.024721,49.588195,5.765872,71.336642,mango
27,34,45,30.754145,56.856155,5.562663,94.439981,mango
20,20,27,33.980533,50.527452,5.438745,104.817325,mango
